"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Iowa","Cerro Gordo",2019,89,89,0,0,0,0,0,38,27,15,0,0,0,0,0,89
"Iowa","Clinton",2019,272,201,71,0,0,0,0,89,61,43,0,0,140,0,132,0
"Iowa","Harrison",2019,210,191,19,0,0,0,0,97,50,40,0,0,210,0,0,0
"Iowa","Johnson",2019,272,214,58,0,0,0,0,91,59,34,0,0,0,0,272,0
"Iowa","Lee",2019,90,79,11,0,0,0,0,70,56,29,0,0,0,0,90,0
"Iowa","Linn",2019,304,247,57,0,0,0,0,80,58,39,0,0,175,3,126,0
"Iowa","Montgomery",2019,273,225,48,0,0,0,0,77,54,39,0,0,174,0,99,0
"Iowa","Muscatine",2019,273,226,47,0,0,0,0,92,56,32,0,0,0,8,264,1
"Iowa","Palo Alto",2019,272,217,55,0,0,0,0,93,57,41,0,0,165,0,107,0
"Iowa","Polk",2019,305,251,53,0,0,1,0,268,57,40,1,33,200,0,71,0
"Iowa","Pottawattamie",2019,96,79,17,0,0,0,0,70,54,31,0,0,0,0,85,11
"Iowa","Scott",2019,274,170,102,2,0,0,0,112,67,44,1,0,113,0,106,54
"Iowa","Van Buren",2019,271,230,41,0,0,0,0,97,54,39,0,1,170,0,99,1
"Iowa","Woodbury",2019,88,76,12,0,0,0,0,81,54,30,0,0,0,0,88,0
"Kansas","Ford",2019,121,119,2,0,0,0,0,54,27,12,0,0,0,0,0,121
"Kansas","Johnson",2019,178,162,16,0,0,0,0,77,49,40,0,0,133,0,45,0
"Kansas","Leavenworth",2019,179,171,8,0,0,0,0,77,46,37,0,0,179,0,0,0
"Kansas","Neosho",2019,181,134,46,1,0,0,0,119,61,43,0,0,98,0,82,1
"Kansas","Sedgwick",2019,181,154,27,0,0,0,0,95,58,40,0,4,143,0,31,3
"Kansas","Shawnee",2019,181,139,41,0,1,0,0,158,62,43,0,0,101,0,80,0
"Kansas","Sherman",2019,174,174,0,0,0,0,0,43,20,9,0,0,0,0,0,174
"Kansas","Sumner",2019,181,159,22,0,0,0,0,74,54,40,0,3,157,0,18,3
"Kansas","Trego",2019,180,169,11,0,0,0,0,99,48,36,0,0,128,0,52,0
"Kansas","Wyandotte",2019,181,154,26,1,0,0,0,137,55,41,0,6,115,0,60,0
"Kentucky","Bell",2019,56,50,6,0,0,0,0,65,54,40,0,0,31,0,25,0
"Kentucky","Boone",2019,31,30,1,0,0,0,0,54,44,38,0,0,31,0,0,0
"Kentucky","Boyd",2019,121,108,13,0,0,0,0,66,51,34,0,8,25,0,84,4
"Kentucky","Bullitt",2019,30,29,1,0,0,0,0,58,47,39,0,0,30,0,0,0
"Kentucky","Campbell",2019,117,102,15,0,0,0,0,69,55,36,0,21,17,0,79,0
"Kentucky","Carter",2019,80,76,4,0,0,0,0,52,48,32,0,0,29,0,51,0
"Kentucky","Christian",2019,76,69,7,0,0,0,0,72,49,38,0,0,29,0,47,0
"Kentucky","Daviess",2019,119,92,26,0,1,0,0,156,58,38,0,0,20,2,97,0
"Kentucky","Edmonson",2019,244,218,26,0,0,0,0,77,51,41,2,0,217,0,25,0
"Kentucky","Fayette",2019,120,105,15,0,0,0,0,67,52,40,0,5,20,0,95,0
"Kentucky","Greenup",2019,87,87,0,0,0,0,0,49,42,1,0,0,31,56,0,0
"Kentucky","Hancock",2019,31,31,0,0,0,0,0,48,46,40,0,0,31,0,0,0
"Kentucky","Hardin",2019,118,108,10,0,0,0,0,61,47,33,0,0,16,0,102,0
"Kentucky","Henderson",2019,90,62,24,4,0,0,0,120,68,33,0,0,0,44,46,0
"Kentucky","Jefferson",2019,182,102,80,0,0,0,0,93,64,49,1,5,75,0,101,0
"Kentucky","Jessamine",2019,89,89,0,0,0,0,0,48,45,0,0,0,31,58,0,0
"Kentucky","Livingston",2019,56,55,1,0,0,0,0,58,46,33,0,0,31,0,0,25
"Kentucky","McCracken",2019,119,96,23,0,0,0,0,66,57,39,0,2,19,0,96,2
"Kentucky","Morgan",2019,208,195,13,0,0,0,0,80,49,38,0,0,208,0,0,0
"Kentucky","Oldham",2019,31,30,1,0,0,0,0,51,45,39,0,0,31,0,0,0
"Kentucky","Perry",2019,93,79,14,0,0,0,0,77,55,37,0,0,25,0,68,0
"Kentucky","Pike",2019,120,113,7,0,0,0,0,62,48,32,0,0,24,0,96,0
"Kentucky","Pulaski",2019,80,77,3,0,0,0,0,63,48,37,0,0,29,0,51,0
"Kentucky","Simpson",2019,31,29,2,0,0,0,0,58,47,40,0,0,31,0,0,0
"Kentucky","Trigg",2019,202,183,19,0,0,0,0,74,50,39,0,0,202,0,0,0
"Kentucky","Warren",2019,114,94,20,0,0,0,0,73,53,35,0,0,17,0,97,0
"Kentucky","Washington",2019,211,194,17,0,0,0,0,71,50,40,0,0,211,0,0,0
"Louisiana","Ascension",2019,271,231,39,1,0,0,0,101,58,34,0,6,265,0,0,0
"Louisiana","Bossier",2019,268,240,28,0,0,0,0,84,51,35,0,0,187,0,77,4
"Louisiana","Caddo",2019,265,232,33,0,0,0,0,80,51,37,0,0,230,0,35,0
"Louisiana","Calcasieu",2019,273,171,102,0,0,0,0,90,64,46,0,1,103,1,168,0
"Louisiana","East Baton Rouge",2019,274,204,68,2,0,0,0,108,71,42,1,7,154,1,111,0
"Louisiana","Iberville",2019,273,231,39,3,0,0,0,115,58,37,0,0,255,0,18,0
"Louisiana","Jefferson",2019,273,231,42,0,0,0,0,84,56,39,0,4,216,0,53,0
"Louisiana","Lafayette",2019,273,215,58,0,0,0,0,84,59,42,0,0,154,0,119,0
"Louisiana","Lafourche",2019,269,197,70,2,0,0,0,126,60,43,0,0,119,0,150,0
"Louisiana","Livingston",2019,273,209,64,0,0,0,0,97,60,42,0,0,139,0,134,0
"Louisiana","Orleans",2019,274,249,25,0,0,0,0,89,47,30,1,75,0,0,192,6
"Louisiana","Ouachita",2019,271,251,20,0,0,0,0,71,49,36,0,0,256,0,15,0
"Louisiana","Pointe Coupee",2019,259,232,24,3,0,0,0,112,51,34,0,0,259,0,0,0
"Louisiana","Rapides",2019,58,54,4,0,0,0,0,71,46,29,0,0,0,0,58,0
"Louisiana","St. Bernard",2019,273,182,91,0,0,0,0,87,61,44,0,0,114,9,149,1
"Louisiana","St. Charles",2019,273,268,5,0,0,0,0,76,19,3,0,0,0,273,0,0
"Louisiana","St. James",2019,273,258,15,0,0,0,0,97,47,30,0,0,267,6,0,0
"Louisiana","St. John the Baptist",2019,273,244,29,0,0,0,0,93,51,34,0,0,273,0,0,0
"Louisiana","St. Martin",2019,264,248,16,0,0,0,0,80,48,34,0,0,264,0,0,0
"Louisiana","St. Tammany",2019,273,227,46,0,0,0,0,84,58,38,0,0,177,0,96,0
"Louisiana","Tangipahoa",2019,60,55,5,0,0,0,0,63,47,30,0,0,0,0,60,0
"Louisiana","Terrebonne",2019,60,56,4,0,0,0,0,70,46,28,0,0,0,0,60,0
"Louisiana","West Baton Rouge",2019,273,227,46,0,0,0,0,84,58,37,0,8,183,2,80,0
"Maine","Androscoggin",2019,273,261,12,0,0,0,0,68,44,33,0,0,199,0,72,2
"Maine","Aroostook",2019,273,257,14,1,1,0,0,174,47,35,0,0,164,0,109,0
"Maine","Cumberland",2019,305,264,41,0,0,0,0,100,54,40,1,0,140,0,161,3
"Maine","Hancock",2019,305,287,17,1,0,0,0,105,49,38,2,0,288,0,15,0
"Maine","Kennebec",2019,270,266,4,0,0,0,0,64,45,33,0,50,210,0,10,0
"Maine","Knox",2019,212,203,9,0,0,0,0,84,47,37,0,0,212,0,0,0
"Maine","Oxford",2019,273,264,9,0,0,0,0,68,45,32,0,0,175,0,98,0
"Maine","Penobscot",2019,304,294,10,0,0,0,0,86,45,33,0,0,208,0,92,4
"Maine","Washington",2019,274,271,3,0,0,0,0,71,46,36,0,0,274,0,0,0
"Maine","York",2019,224,209,14,1,0,0,0,115,48,39,0,0,224,0,0,0
"Maryland","Allegany",2019,181,148,21,11,1,0,0,152,76,7,0,0,0,181,0,0
"Maryland","Anne Arundel",2019,294,209,78,7,0,0,0,143,74,44,0,0,242,43,0,9
"Maryland","Baltimore",2019,303,233,66,4,0,0,0,150,67,43,0,9,245,1,48,0
"Maryland","Baltimore (City)",2019,266,213,51,2,0,0,0,126,58,40,0,13,100,0,153,0
"Maryland","Calvert",2019,120,111,9,0,0,0,0,67,50,41,0,0,120,0,0,0
"Maryland","Carroll",2019,119,102,17,0,0,0,0,84,54,43,0,0,119,0,0,0
"Maryland","Cecil",2019,304,242,59,3,0,0,0,150,58,42,0,0,230,0,74,0
"Maryland","Charles",2019,99,88,11,0,0,0,0,71,51,42,0,0,99,0,0,0
"Maryland","Dorchester",2019,273,231,40,2,0,0,0,101,54,41,0,0,196,0,77,0
"Maryland","Frederick",2019,122,106,16,0,0,0,0,84,51,44,0,0,122,0,0,0
"Maryland","Garrett",2019,274,255,19,0,0,0,0,71,49,39,1,0,191,0,82,0
"Maryland","Harford",2019,304,221,74,9,0,0,0,133,72,44,0,0,234,0,70,0
"Maryland","Howard",2019,273,242,31,0,0,0,0,76,51,31,0,93,0,0,180,0
"Maryland","Kent",2019,269,233,36,0,0,0,0,93,53,38,0,0,116,0,153,0
"Maryland","Montgomery",2019,304,267,37,0,0,0,0,84,51,40,0,0,224,0,80,0
"Maryland","Prince George's",2019,304,220,79,5,0,0,0,122,67,44,0,1,261,0,42,0
"Maryland","Washington",2019,302,268,34,0,0,0,0,81,52,41,0,0,219,0,83,0
"Massachusetts","Barnstable",2019,236,226,10,0,0,0,0,93,47,39,0,0,236,0,0,0
"Massachusetts","Berkshire",2019,243,211,32,0,0,0,0,87,52,40,0,0,175,0,68,0
"Massachusetts","Bristol",2019,243,216,27,0,0,0,0,97,51,42,0,0,225,0,18,0
"Massachusetts","Dukes",2019,226,206,16,4,0,0,0,126,50,42,0,0,226,0,0,0
"Massachusetts","Essex",2019,243,213,29,1,0,0,0,122,51,40,0,4,201,0,38,0
"Massachusetts","Franklin",2019,243,220,23,0,0,0,0,87,50,39,0,0,187,0,56,0
"Massachusetts","Hampden",2019,243,205,38,0,0,0,0,93,53,41,0,5,176,0,62,0
"Massachusetts","Hampshire",2019,243,221,22,0,0,0,0,93,50,40,0,1,201,0,41,0
"Massachusetts","Middlesex",2019,243,221,22,0,0,0,0,80,50,40,0,10,181,0,52,0
"Massachusetts","Norfolk",2019,241,233,8,0,0,0,0,100,46,37,0,8,233,0,0,0
"Massachusetts","Plymouth",2019,242,223,19,0,0,0,0,90,48,39,0,0,199,0,43,0
"Massachusetts","Suffolk",2019,244,202,42,0,0,0,0,87,54,39,1,29,114,0,100,0
"Massachusetts","Worcester",2019,244,205,39,0,0,0,0,93,54,43,1,7,154,0,82,0
"Michigan","Allegan",2019,138,117,21,0,0,0,0,97,54,40,0,0,119,0,19,0
"Michigan","Bay",2019,179,170,9,0,0,0,0,83,44,25,0,0,0,0,179,0
"Michigan","Benzie",2019,131,122,9,0,0,0,0,93,48,39,0,0,131,0,0,0
"Michigan","Berrien",2019,260,232,26,2,0,0,0,112,51,39,0,0,260,0,0,0
"Michigan","Cass",2019,132,116,16,0,0,0,0,90,54,42,0,0,132,0,0,0
"Michigan","Chippewa",2019,58,53,5,0,0,0,0,62,49,32,0,0,0,0,58,0
"Michigan","Clinton",2019,125,123,2,0,0,0,0,61,47,38,0,0,125,0,0,0
"Michigan","Genesee",2019,156,127,29,0,0,0,0,74,56,42,0,0,92,0,64,0
"Michigan","Huron",2019,136,133,3,0,0,0,0,74,45,39,0,0,136,0,0,0
"Michigan","Ingham",2019,181,167,14,0,0,0,0,75,48,37,0,8,122,0,51,0
"Michigan","Kalamazoo",2019,149,129,20,0,0,0,0,85,54,41,0,0,116,0,33,0
"Michigan","Kent",2019,182,161,21,0,0,0,0,87,51,38,3,0,158,0,20,1
"Michigan","Lenawee",2019,181,145,36,0,0,0,0,90,57,40,0,0,94,0,87,0
"Michigan","Macomb",2019,149,133,16,0,0,0,0,93,51,39,0,0,126,0,23,0
"Michigan","Manistee",2019,142,128,13,1,0,0,0,101,50,39,0,0,123,0,19,0
"Michigan","Mason",2019,131,125,6,0,0,0,0,64,47,38,0,0,131,0,0,0
"Michigan","Missaukee",2019,179,163,16,0,0,0,0,67,50,39,0,0,155,0,24,0
"Michigan","Monroe",2019,176,174,2,0,0,0,0,76,14,1,0,0,0,151,0,25
"Michigan","Muskegon",2019,139,129,10,0,0,0,0,97,49,40,0,0,139,0,0,0
"Michigan","Oakland",2019,151,129,21,1,0,0,0,122,54,39,0,0,128,0,23,0
"Michigan","Ottawa",2019,181,150,30,1,0,0,0,113,61,40,0,35,114,6,24,2
"Michigan","Schoolcraft",2019,181,175,6,0,0,0,0,71,45,37,0,0,126,0,55,0
"Michigan","St. Clair",2019,181,148,33,0,0,0,0,93,61,39,0,0,103,54,24,0
"Michigan","Tuscola",2019,211,202,9,0,0,0,0,77,48,37,0,0,211,0,0,0
"Michigan","Washtenaw",2019,209,171,38,0,0,0,0,88,58,39,0,0,183,0,26,0
"Michigan","Wayne",2019,182,77,100,5,0,0,0,138,77,52,1,5,33,17,121,5
"Michigan","Wexford",2019,196,179,17,0,0,0,0,74,50,40,0,0,196,0,0,0
"Minnesota","Anoka",2019,181,149,31,1,0,0,0,122,58,41,3,6,124,0,48,0
"Minnesota","Becker",2019,181,160,20,1,0,0,0,105,53,35,0,0,85,0,96,0
"Minnesota","Beltrami",2019,175,161,14,0,0,0,0,71,44,24,0,0,0,0,175,0
"Minnesota","Carlton",2019,181,175,6,0,0,0,0,80,46,31,0,0,112,0,69,0
"Minnesota","Cass",2019,173,161,12,0,0,0,0,70,42,16,0,0,0,0,173,0
"Minnesota","Cook",2019,175,175,0,0,0,0,0,47,29,18,0,0,0,0,175,0
"Minnesota","Crow Wing",2019,180,163,16,1,0,0,0,101,50,31,0,0,82,0,98,0
"Minnesota","Dakota",2019,182,149,33,0,0,0,0,76,56,30,1,34,0,0,147,0
"Minnesota","Goodhue",2019,121,108,13,0,0,0,0,97,51,42,0,0,121,0,0,0
"Minnesota","Hennepin",2019,182,118,64,0,0,0,0,84,66,43,1,8,44,0,77,52
"Minnesota","Lake",2019,180,170,10,0,0,0,0,71,47,32,0,0,96,0,41,43
"Minnesota","Lyon",2019,179,152,27,0,0,0,0,85,57,37,0,0,85,0,94,0
"Minnesota","Mille Lacs",2019,122,114,8,0,0,0,0,90,48,38,0,0,122,0,0,0
"Minnesota","Olmsted",2019,181,145,36,0,0,0,0,84,59,40,0,0,85,0,96,0
"Minnesota","Ramsey",2019,181,143,38,0,0,0,0,90,60,31,0,0,0,0,168,13
"Minnesota","Saint Louis",2019,236,220,16,0,0,0,0,84,47,35,0,0,206,0,27,3
"Minnesota","Scott",2019,181,146,35,0,0,0,0,93,57,40,0,0,125,0,56,0
"Minnesota","Stearns",2019,160,139,21,0,0,0,0,93,54,39,0,0,106,0,54,0
"Minnesota","Washington",2019,273,226,47,0,0,0,0,85,58,4,0,0,48,137,81,7
"Minnesota","Wright",2019,181,153,28,0,0,0,0,90,57,41,0,0,94,0,87,0
"Mississippi","Bolivar",2019,272,207,65,0,0,0,0,80,60,43,0,0,124,0,148,0
"Mississippi","DeSoto",2019,272,224,47,1,0,0,0,136,54,39,0,0,139,0,133,0
"Mississippi","Forrest",2019,273,234,39,0,0,0,0,75,53,35,0,0,0,0,273,0
"Mississippi","Hancock",2019,273,239,34,0,0,0,0,71,54,39,0,0,162,0,111,0
"Mississippi","Harrison",2019,273,211,62,0,0,0,0,97,59,42,0,0,125,0,148,0
"Mississippi","Hinds",2019,274,206,68,0,0,0,0,100,58,43,1,0,122,0,151,0
"Mississippi","Jackson",2019,273,208,64,1,0,0,0,105,59,40,0,1,143,0,129,0
"Mississippi","Lauderdale",2019,214,201,13,0,0,0,0,77,49,37,0,0,214,0,0,0
"Mississippi","Lee",2019,211,193,18,0,0,0,0,84,50,40,0,0,211,0,0,0
"Mississippi","Yalobusha",2019,203,190,13,0,0,0,0,71,48,34,0,0,203,0,0,0
"Missouri","Andrew",2019,122,109,13,0,0,0,0,80,51,44,0,0,122,0,0,0
"Missouri","Boone",2019,122,118,4,0,0,0,0,71,48,42,0,0,122,0,0,0
"Missouri","Buchanan",2019,181,145,36,0,0,0,0,78,57,33,0,0,0,0,138,43
"Missouri","Callaway",2019,122,119,3,0,0,0,0,71,48,43,0,0,122,0,0,0
"Missouri","Cass",2019,181,152,29,0,0,0,0,93,54,43,0,0,109,0,72,0
"Missouri","Cedar",2019,169,142,27,0,0,0,0,80,54,42,0,0,103,0,66,0
"Missouri","Clay",2019,181,141,40,0,0,0,0,90,61,44,0,0,107,0,74,0
"Missouri","Clinton",2019,122,101,21,0,0,0,0,87,61,44,0,0,122,0,0,0
"Missouri","Franklin",2019,181,179,2,0,0,0,0,60,14,1,0,0,0,181,0,0
"Missouri","Greene",2019,181,160,21,0,0,0,0,77,52,42,0,0,105,0,63,13
"Missouri","Iron",2019,181,166,15,0,0,0,0,80,46,14,0,0,0,181,0,0
"Missouri","Jackson",2019,182,137,45,0,0,0,0,81,59,38,1,31,0,0,132,18
"Missouri","Jasper",2019,181,156,24,1,0,0,0,108,54,41,0,0,109,0,0,72
"Missouri","Jefferson",2019,181,147,34,0,0,0,0,77,55,42,0,0,105,5,69,2
"Missouri","Lincoln",2019,122,110,12,0,0,0,0,80,50,43,0,0,122,0,0,0
"Missouri","Monroe",2019,181,177,4,0,0,0,0,71,47,38,0,0,181,0,0,0
"Missouri","New Madrid",2019,181,13,17,64,87,0,0,200,200,149,0,0,0,181,0,0
"Missouri","Perry",2019,122,110,12,0,0,0,0,74,50,42,0,0,122,0,0,0
"Missouri","Saint Charles",2019,181,161,20,0,0,0,0,97,51,40,0,0,122,59,0,0
"Missouri","Saint Louis",2019,181,131,50,0,0,0,0,90,61,45,0,5,95,0,81,0
"Missouri","Sainte Genevieve",2019,121,117,4,0,0,0,0,58,48,41,0,0,121,0,0,0
"Missouri","St. Louis City",2019,182,101,80,1,0,0,0,105,69,49,1,5,80,0,90,6
"Montana","Cascade",2019,181,171,9,1,0,0,0,106,40,20,0,0,0,0,181,0
"Montana","Fergus",2019,181,167,14,0,0,0,0,84,49,40,0,0,171,0,10,0
"Montana","Flathead",2019,243,211,31,1,0,0,0,103,54,38,0,0,182,0,39,22
"Montana","Gallatin",2019,244,221,23,0,0,0,0,91,50,20,4,12,0,0,228,0
"Montana","Lewis and Clark",2019,212,151,59,2,0,0,0,144,73,43,1,0,118,0,93,0
"Montana","Lincoln",2019,181,113,68,0,0,0,0,95,67,36,0,0,0,0,170,11
"Montana","Missoula",2019,181,111,69,0,0,1,0,222,74,40,0,0,55,0,126,0
"Montana","Phillips",2019,181,174,7,0,0,0,0,71,47,39,0,0,156,0,24,1
"Montana","Powder River",2019,179,164,15,0,0,0,0,80,50,40,0,0,162,0,15,2
"Montana","Ravalli",2019,179,159,20,0,0,0,0,74,52,13,0,0,0,0,179,0
"Montana","Richland",2019,181,158,23,0,0,0,0,93,51,41,0,0,158,0,23,0
"Montana","Rosebud",2019,180,173,7,0,0,0,0,71,47,38,0,3,153,0,23,1
"Montana","Sanders",2019,181,176,5,0,0,0,0,60,40,25,0,0,0,0,169,12
"Montana","Silver Bow",2019,195,163,32,0,0,0,0,91,59,19,0,0,0,0,109,86
"Montana","Yellowstone",2019,178,176,2,0,0,0,0,67,33,15,0,0,0,72,106,0
"Nebraska","Cass",2019,287,287,0,0,0,0,0,46,24,12,0,0,0,0,0,287
"Nebraska","Douglas",2019,274,226,48,0,0,0,0,86,59,40,1,0,172,11,89,1
"Nebraska","Hall",2019,73,68,5,0,0,0,0,60,39,23,0,0,0,0,73,0
"Nebraska","Knox",2019,207,194,13,0,0,0,0,80,48,39,0,0,207,0,0,0
"Nebraska","Lancaster",2019,268,247,21,0,0,0,0,66,49,35,0,0,192,40,36,0
"Nebraska","Sarpy",2019,264,215,49,0,0,0,0,80,57,30,0,0,0,0,264,0
"Nebraska","Scotts Bluff",2019,84,81,3,0,0,0,0,70,35,20,0,0,0,0,84,0
"Nebraska","Washington",2019,86,78,8,0,0,0,0,75,50,26,0,0,0,0,86,0
"Nevada","Carson City",2019,181,139,42,0,0,0,0,97,61,45,0,0,137,0,44,0
"Nevada","Churchill",2019,174,157,17,0,0,0,0,80,50,42,0,0,174,0,0,0
"Nevada","Clark",2019,274,122,148,4,0,0,0,122,87,52,1,11,230,0,29,3
"Nevada","Douglas",2019,172,167,5,0,0,0,0,62,42,10,0,0,0,0,172,0
"Nevada","Elko",2019,181,180,1,0,0,0,0,61,21,9,0,0,0,0,0,181
"Nevada","Lyon",2019,198,190,8,0,0,0,0,71,47,39,0,0,169,0,0,29
"Nevada","Nye",2019,181,180,1,0,0,0,0,75,22,11,0,0,0,0,0,181
"Nevada","Washoe",2019,182,123,59,0,0,0,0,97,64,47,1,4,152,0,23,2
"Nevada","White Pine",2019,239,181,57,1,0,0,0,101,61,46,0,0,239,0,0,0
"New Hampshire","Belknap",2019,132,132,0,0,0,0,0,50,44,38,0,0,118,0,14,0
"New Hampshire","Cheshire",2019,181,172,9,0,0,0,0,68,45,38,0,0,157,0,24,0
"New Hampshire","Coos",2019,122,121,1,0,0,0,0,51,46,40,0,0,122,0,0,0
"New Hampshire","Grafton",2019,211,208,3,0,0,0,0,60,44,36,0,0,196,0,15,0
"New Hampshire","Hillsborough",2019,182,176,6,0,0,0,0,80,47,41,1,0,179,0,2,0
"New Hampshire","Merrimack",2019,181,178,3,0,0,0,0,72,44,33,0,0,117,64,0,0
"New Hampshire","Rockingham",2019,182,175,7,0,0,0,0,75,47,40,1,0,164,0,17,0
"New Jersey","Atlantic",2019,181,157,23,1,0,0,0,105,52,40,0,0,142,0,39,0
"New Jersey","Bergen",2019,182,109,71,2,0,0,0,150,68,46,1,38,48,0,95,0
"New Jersey","Camden",2019,182,126,53,3,0,0,0,105,64,44,1,8,97,0,76,0
"New Jersey","Cumberland",2019,181,155,24,2,0,0,0,105,57,41,0,1,144,0,36,0
"New Jersey","Essex",2019,182,135,47,0,0,0,0,100,61,41,1,57,77,0,47,0
"New Jersey","Gloucester",2019,140,127,13,0,0,0,0,100,50,37,0,0,117,0,23,0
"New Jersey","Hudson",2019,182,129,53,0,0,0,0,90,59,42,1,49,59,0,73,0
"New Jersey","Hunterdon",2019,178,151,26,1,0,0,0,108,56,40,0,0,141,0,37,0
"New Jersey","Mercer",2019,211,163,46,2,0,0,0,136,64,42,0,0,167,0,44,0
"New Jersey","Middlesex",2019,181,149,31,1,0,0,0,105,57,41,0,11,131,0,39,0
"New Jersey","Monmouth",2019,122,117,5,0,0,0,0,90,47,38,0,0,122,0,0,0
"New Jersey","Morris",2019,180,168,12,0,0,0,0,84,49,39,0,8,162,0,10,0
"New Jersey","Ocean",2019,181,152,29,0,0,0,0,97,57,40,0,0,110,0,71,0
"New Jersey","Passaic",2019,134,119,15,0,0,0,0,80,51,40,0,0,107,0,27,0
"New Jersey","Union",2019,182,130,52,0,0,0,0,100,57,43,1,65,0,0,116,0
"New Jersey","Warren",2019,181,155,25,1,0,0,0,103,52,38,0,28,99,0,54,0
"New Mexico","Bernalillo",2019,258,109,145,4,0,0,0,108,80,54,0,1,212,0,28,17
"New Mexico","Dona Ana",2019,181,73,98,5,1,2,2,630,87,54,0,1,129,0,11,40
"New Mexico","Eddy",2019,226,115,99,10,2,0,0,174,93,50,0,1,225,0,0,0
"New Mexico","Lea",2019,181,114,64,3,0,0,0,140,77,47,0,3,155,0,23,0
"New Mexico","Luna",2019,181,172,7,1,0,0,1,617,35,14,0,0,0,0,0,181
"New Mexico","Rio Arriba",2019,170,136,34,0,0,0,0,90,58,45,0,0,170,0,0,0
"New Mexico","San Juan",2019,273,159,114,0,0,0,0,97,77,49,0,3,269,1,0,0
"New Mexico","Sandoval",2019,273,194,79,0,0,0,0,93,61,47,0,0,266,0,4,3
"New Mexico","Santa Fe",2019,180,119,60,1,0,0,0,101,74,47,0,0,173,0,7,0
"New Mexico","Taos",2019,170,153,17,0,0,0,0,70,51,18,0,0,0,0,170,0
"New Mexico","Valencia",2019,180,128,52,0,0,0,0,93,67,46,0,0,180,0,0,0
"New York","Albany",2019,274,246,28,0,0,0,0,92,51,39,1,0,206,0,67,0
"New York","Bronx",2019,274,203,68,3,0,0,0,115,66,41,1,35,141,0,97,0
"New York","Chautauqua",2019,273,246,26,1,0,0,0,105,50,40,0,0,264,0,9,0
"New York","Dutchess",2019,273,261,12,0,0,0,0,90,46,37,0,0,272,1,0,0
"New York","Erie",2019,274,230,44,0,0,0,0,93,54,40,1,21,197,0,55,0
"New York","Essex",2019,273,242,31,0,0,0,0,80,51,44,0,0,272,0,1,0
"New York","Franklin",2019,272,272,0,0,0,0,0,1,0,0,0,0,0,272,0,0
"New York","Hamilton",2019,271,268,2,1,0,0,0,109,44,36,0,0,266,5,0,0
"New York","Herkimer",2019,131,131,0,0,0,0,0,45,39,30,0,0,125,6,0,0
"New York","Jefferson",2019,205,198,7,0,0,0,0,64,46,35,0,0,205,0,0,0
"New York","Kings",2019,273,252,21,0,0,0,0,66,45,27,0,0,0,0,273,0
"New York","Monroe",2019,274,244,30,0,0,0,0,90,51,37,1,3,191,0,79,0
"New York","Nassau",2019,271,257,14,0,0,0,0,68,41,21,0,0,0,11,260,0
"New York","New York",2019,274,214,58,2,0,0,0,136,61,42,1,0,154,0,119,0
"New York","Niagara",2019,267,254,13,0,0,0,0,80,47,37,0,0,267,0,0,0
"New York","Oneida",2019,266,259,7,0,0,0,0,55,36,17,0,0,0,0,266,0
"New York","Onondaga",2019,273,254,19,0,0,0,0,77,49,39,0,0,236,0,37,0
"New York","Orange",2019,273,256,17,0,0,0,0,74,47,38,0,0,226,0,47,0
"New York","Oswego",2019,262,257,5,0,0,0,0,67,45,36,0,0,262,0,0,0
"New York","Putnam",2019,273,257,15,1,0,0,0,101,47,37,0,0,270,3,0,0
"New York","Queens",2019,274,215,55,4,0,0,0,119,64,41,1,56,165,0,52,0
"New York","Richmond",2019,273,231,42,0,0,0,0,97,56,39,0,0,195,0,78,0
"New York","Rockland",2019,273,247,25,1,0,0,0,112,50,38,0,0,244,0,29,0
"New York","Saratoga",2019,272,269,3,0,0,0,0,58,44,35,0,0,272,0,0,0
"New York","Seneca",2019,238,226,0,12,0,0,0,115,1,0,0,0,0,238,0,0
"New York","St. Lawrence",2019,273,211,55,7,0,0,0,104,80,17,0,0,0,273,0,0
"New York","Steuben",2019,274,263,11,0,0,0,0,62,47,37,2,0,232,0,40,0
"New York","Suffolk",2019,273,215,49,9,0,0,0,150,71,43,0,0,245,0,28,0
"New York","Tompkins",2019,242,236,6,0,0,0,0,61,45,37,0,0,206,36,0,0
"New York","Wayne",2019,208,193,15,0,0,0,0,90,49,39,0,0,208,0,0,0
"New York","Westchester",2019,273,240,32,1,0,0,0,105,58,38,0,0,241,0,32,0
"North Carolina","Alexander",2019,214,183,31,0,0,0,0,80,58,43,0,0,214,0,0,0
"North Carolina","Avery",2019,270,242,28,0,0,0,0,77,51,40,0,0,270,0,0,0
"North Carolina","Beaufort",2019,181,181,0,0,0,0,0,17,7,0,0,0,0,181,0,0
"North Carolina","Brunswick",2019,178,163,14,1,0,0,0,101,46,0,0,0,0,178,0,0
"North Carolina","Buncombe",2019,273,238,35,0,0,0,0,84,52,42,0,0,170,2,101,0
"North Carolina","Caldwell",2019,212,183,29,0,0,0,0,74,54,43,0,0,212,0,0,0
"North Carolina","Carteret",2019,118,98,20,0,0,0,0,80,64,44,0,0,118,0,0,0
